,dissimilarity_dist_1_ang_0,dissimilarity_dist_1_ang_45,dissimilarity_dist_1_ang_90,dissimilarity_dist_1_ang_135,correlation_dist_1_ang_0,correlation_dist_1_ang_45,correlation_dist_1_ang_90,correlation_dist_1_ang_135,homogeneity_dist_1_ang_0,homogeneity_dist_1_ang_45,homogeneity_dist_1_ang_90,homogeneity_dist_1_ang_135,contrast_dist_1_ang_0,contrast_dist_1_ang_45,contrast_dist_1_ang_90,contrast_dist_1_ang_135,energy_dist_1_ang_0,energy_dist_1_ang_45,energy_dist_1_ang_90,energy_dist_1_ang_135,ASM_dist_1_ang_0,ASM_dist_1_ang_45,ASM_dist_1_ang_90,ASM_dist_1_ang_135,dissimilarity_dist_1_ang_0,dissimilarity_dist_1_ang_45,dissimilarity_dist_1_ang_90,dissimilarity_dist_1_ang_135,correlation_dist_1_ang_0,correlation_dist_1_ang_45,correlation_dist_1_ang_90,correlation_dist_1_ang_135,homogeneity_dist_1_ang_0,homogeneity_dist_1_ang_45,homogeneity_dist_1_ang_90,homogeneity_dist_1_ang_135,contrast_dist_1_ang_0,contrast_dist_1_ang_45,contrast_dist_1_ang_90,contrast_dist_1_ang_135,energy_dist_1_ang_0,energy_dist_1_ang_45,energy_dist_1_ang_90,energy_dist_1_ang_135,ASM_dist_1_ang_0,ASM_dist_1_ang_45,ASM_dist_1_ang_90,ASM_dist_1_ang_135
98,5.63141361256544,7.1105820105820055,5.883769633507826,6.98148148148147,0.9560960256794708,0.9359284377875746,0.955362184036482,0.9337135453155134,0.2276663678468021,0.1474412902353297,0.1778032994210681,0.172072861996312,67.40523560209431,99.13703703703756,69.57696335078542,101.69365079365151,0.0392844638372858,0.0342998370547358,0.0376071516294074,0.035475391489883,0.001543269098983,0.0011764788219814,0.0014142978536772,0.0012585034013604,5.63141361256544,7.1105820105820055,5.883769633507826,6.98148148148147,0.9560960256794708,0.9359284377875746,0.955362184036482,0.9337135453155134,0.2276663678468021,0.1474412902353297,0.1778032994210681,0.172072861996312,67.40523560209431,99.13703703703756,69.57696335078542,101.69365079365151,0.0392844638372858,0.0342998370547358,0.0376071516294074,0.035475391489883,0.001543269098983,0.0011764788219814,0.0014142978536772,0.0012585034013604
57,7.649532917164961,8.688023152270135,7.782556697377462,9.807962946467514,0.9637866705267402,0.9532521004799512,0.961880918532846,0.9398730361835572,0.1652086687304635,0.1544831731150244,0.1847463407472504,0.1294924344778238,102.89361136936924,132.53023152269705,108.48861622962129,170.6166384608389,0.017230147317912,0.0162915609304299,0.0183231801449842,0.0154216650687827,0.0002968779765969,0.0002654149575499,0.0003357389306255,0.0002378277534937,7.649532917164961,8.688023152270135,7.782556697377462,9.807962946467514,0.9637866705267402,0.9532521004799512,0.961880918532846,0.9398730361835572,0.1652086687304635,0.1544831731150244,0.1847463407472504,0.1294924344778238,102.89361136936924,132.53023152269705,108.48861622962129,170.6166384608389,0.017230147317912,0.0162915609304299,0.0183231801449842,0.0154216650687827,0.0002968779765969,0.0002654149575499,0.0003357389306255,0.0002378277534937
99,5.63141361256544,7.1105820105820055,5.883769633507826,6.98148148148147,0.9560960256794708,0.9359284377875746,0.955362184036482,0.9337135453155134,0.2276663678468021,0.1474412902353297,0.1778032994210681,0.172072861996312,67.40523560209431,99.13703703703756,69.57696335078542,101.69365079365151,0.0392844638372858,0.0342998370547358,0.0376071516294074,0.035475391489883,0.001543269098983,0.0011764788219814,0.0014142978536772,0.0012585034013604,5.63141361256544,7.1105820105820055,5.883769633507826,6.98148148148147,0.9560960256794708,0.9359284377875746,0.955362184036482,0.9337135453155134,0.2276663678468021,0.1474412902353297,0.1778032994210681,0.172072861996312,67.40523560209431,99.13703703703756,69.57696335078542,101.69365079365151,0.0392844638372858,0.0342998370547358,0.0376071516294074,0.035475391489883,0.001543269098983,0.0011764788219814,0.0014142978536772,0.0012585034013604
77,2.43100995732575,2.993553008596006,2.428639165481272,3.1623686723973456,0.969066081564112,0.955017205947426,0.9749106589437616,0.950795870136235,0.4083067717250079,0.3550682397748982,0.3878568562892184,0.3347130912606941,15.907539118065449,22.98018147086919,13.397818871503086,24.79847182425987,0.0662140983428726,0.0603427064906706,0.063217287895807,0.0591631087957851,0.0043843068193596,0.0036412422266192,0.0039964254889013,0.0035002734423819,2.43100995732575,2.993553008596006,2.428639165481272,3.1623686723973456,0.969066081564112,0.955017205947426,0.9749106589437616,0.950795870136235,0.4083067717250079,0.3550682397748982,0.3878568562892184,0.3347130912606941,15.907539118065449,22.98018147086919,13.397818871503086,24.79847182425987,0.0662140983428726,0.0603427064906706,0.063217287895807,0.0591631087957851,0.0043843068193596,0.0036412422266192,0.0039964254889013,0.0035002734423819
107,7.295659647614989,9.221304347826134,7.456970740103289,8.864031277150264,0.973763611496312,0.95810689621679,0.9721750887240636,0.9607955466853484,0.179358966403603,0.1682026402214115,0.1970321720600434,0.1484643856693414,96.66222604211356,155.29173913043522,102.57228915662698,143.40964378801073,0.0292016283087142,0.0285404233604808,0.0306203904899434,0.0269401072697022,0.0008527350958802,0.0008145557655954,0.0009376083137566,0.000725769379703,7.295659647614989,9.221304347826134,7.456970740103289,8.864031277150264,0.973763611496312,0.95810689621679,0.9721750887240636,0.9607955466853484,0.179358966403603,0.1682026402214115,0.1970321720600434,0.1484643856693414,96.66222604211356,155.29173913043522,102.57228915662698,143.40964378801073,0.0292016283087142,0.0285404233604808,0.0306203904899434,0.0269401072697022,0.0008527350958802,0.0008145557655954,0.0009376083137566,0.000725769379703
3,2.8083252662149127,4.83390327308256,3.721335268505084,3.4313629702002952,0.9741095971169432,0.900931847298008,0.9380395498242308,0.9491387734869547,0.3658286299942934,0.2561444890555751,0.3260872005886028,0.3417742045635721,19.87705711519844,73.1338544211035,45.79874213836479,37.67659990229579,0.0660080596404504,0.0538635986799942,0.0605930132613514,0.0634144972013798,0.0043570639374972,0.0029012872627594,0.0036715132560903,0.0040213984553038,2.8083252662149127,4.83390327308256,3.721335268505084,3.4313629702002952,0.9741095971169432,0.900931847298008,0.9380395498242308,0.9491387734869547,0.3658286299942934,0.2561444890555751,0.3260872005886028,0.3417742045635721,19.87705711519844,73.1338544211035,45.79874213836479,37.67659990229579,0.0660080596404504,0.0538635986799942,0.0605930132613514,0.0634144972013798,0.0043570639374972,0.0029012872627594,0.0036715132560903,0.0040213984553038
72,7.230873261205359,8.594284603421308,6.97488893181366,8.516812439261221,0.9337321247765864,0.908394444166503,0.9380311532419549,0.907892634333024,0.2158997579933313,0.1701673612986074,0.2387202365285303,0.1856935262171014,92.53187789798888,126.33417573872129,85.26926791577966,126.01768707482756,0.0288621383449674,0.0257212755595105,0.0333116364271882,0.0273593754852554,0.000833023029844,0.0006615840164082,0.0011096651214571,0.0007485354269431,7.230873261205359,8.594284603421308,6.97488893181366,8.516812439261221,0.9337321247765864,0.908394444166503,0.9380311532419549,0.907892634333024,0.2158997579933313,0.1701673612986074,0.2387202365285303,0.1856935262171014,92.53187789798888,126.33417573872129,85.26926791577966,126.01768707482756,0.0288621383449674,0.0257212755595105,0.0333116364271882,0.0273593754852554,0.000833023029844,0.0006615840164082,0.0011096651214571,0.0007485354269431
97,4.292147806004613,5.200704225352126,5.237875288683586,6.414319248826315,0.9362189803204432,0.9077510641469022,0.9137633392182698,0.8674800109825801,0.3151090260347859,0.2897872719556015,0.2859795673850711,0.2230091386400361,42.93418013856807,63.196009389671744,58.57043879907613,86.26408450704236,0.0765790052267403,0.0710651432076086,0.0727436854746506,0.0654757074224478,0.0058643440415171,0.0050502545791179,0.0052916437764348,0.0042870682624699,4.292147806004613,5.200704225352126,5.237875288683586,6.414319248826315,0.9362189803204432,0.9077510641469022,0.9137633392182698,0.8674800109825801,0.3151090260347859,0.2897872719556015,0.2859795673850711,0.2230091386400361,42.93418013856807,63.196009389671744,58.57043879907613,86.26408450704236,0.0765790052267403,0.0710651432076086,0.0727436854746506,0.0654757074224478,0.0058643440415171,0.0050502545791179,0.0052916437764348,0.0042870682624699
22,4.014945088123171,5.173874368340284,4.383071899126002,4.923848074449468,0.9891618912119068,0.9821291917257314,0.987244936392722,0.9838875800616852,0.2763584865628819,0.2140746667500192,0.239098372656508,0.2181487899862754,29.363361890024983,48.28919128640795,34.54748286992451,43.62298554891415,0.0240538730351914,0.0205166989091849,0.0221764681925328,0.0205189453519553,0.0005785888079931,0.0004209349341301,0.0004917957414944,0.0004210271183565,4.014945088123171,5.173874368340284,4.383071899126002,4.923848074449468,0.9891618912119068,0.9821291917257314,0.987244936392722,0.9838875800616852,0.2763584865628819,0.2140746667500192,0.239098372656508,0.2181487899862754,29.363361890024983,48.28919128640795,34.54748286992451,43.62298554891415,0.0240538730351914,0.0205166989091849,0.0221764681925328,0.0205189453519553,0.0005785888079931,0.0004209349341301,0.0004917957414944,0.0004210271183565
66,3.328813316114147,4.46744454047814,3.5650021523890354,3.839311437625964,0.9901279064297543,0.9823439881596596,0.989066398924118,0.9873492504978708,0.3536112980218991,0.2723535754572109,0.3263870724881906,0.3198591434891613,21.831037451570783,38.90103716508129,24.28504807002388,28.051065975222823,0.0473218145915896,0.0428273856188788,0.0442635164435733,0.04302675464119,0.0022393541362407,0.0018341849589481,0.0019592588879504,0.0018513016149531,3.328813316114147,4.46744454047814,3.5650021523890354,3.839311437625964,0.9901279064297543,0.9823439881596596,0.989066398924118,0.9873492504978708,0.3536112980218991,0.2723535754572109,0.3263870724881906,0.3198591434891613,21.831037451570783,38.90103716508129,24.28504807002388,28.051065975222823,0.0473218145915896,0.0428273856188788,0.0442635164435733,0.04302675464119,0.0022393541362407,0.0018341849589481,0.0019592588879504,0.0018513016149531
